class	id	name	speciesType	compartment	positionToCompartment	included	quantity type	initialQuantity	substanceUnits	hasOnlySubstanceUnits	b.c.	constants
COMPLEX	s7917	TORC1		c1	insideOfMembrane	s7917(s7918 s7919 s7920 s7921)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7922	Pph21/Tap42/TORC1		c1	transmembrane	s7922(s8774(s8200 s8201 s8202 s8203) s8198 s8199)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7923	Npr2/Npr3		c1	inside	s7923(s7869 s7870)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7924	GDP/Gtr2		c1	inside	s7924(s8320 s7775)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7926	GDP/Gtr1		c1	inside	s7926(s7768 s7774)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7927	GDP/Gpa2/Gpb1/Gpg1		c1	transmembrane	s7927(s7933(s6692 s6693) s6691 s6694)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7929	GTP/Gpa2/Gpb2/Gpg1		c1	inside	s7929(s7935(s524 s525) s6571 s6664)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7931	GTP/Gpa2/Gpb1/Gpg1		c1	inside	s7931(s7936(s6684 s6683) s475 s6685)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7937	GTP Ras2		c1	inside	s7937(s40 s6595)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7938	GDP Ras2		c1	inside	s7938(s7807 s33)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7940	GTP Ras1		c1	inside	s7940(s34 s6594)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7941	GDP Ras1		c1	inside	s7941(s7806 s37)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7942	Bcy1/Zds1		c1	inside	s7942(s7527 s7528)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7943	Bcy1/Tpk3		c1	inside	s7943(s7537 s7538)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7944	Bcy1/Tpk2		c1	inside	s7944(s7533 s7534)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7945	Bcy1/Tpk1		c1	inside	s7945(s7530 s7531)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7946	Cyr1/Srv2		c1	inside	s7946(s7947 s7948)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7950	GTP/Gpa2/Ime2		c1	inside	s7950(s8037(s6674 s6675) s522)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7954	Sit4/Sap190		c1	inside	s7954(s31 s38)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7955	Sit4/Sap185		c1	inside	s7955(s7801 s7803)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7956	Sit4/Sap155		c1	inside	s7956(s10 s32)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7958	Sfp1/TORC1		c1	inside	s7958(s8781(s7875 s7876 s7877 s7878) s7873)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7959	Sfp1/TORC1		c1	inside	s7959(s8782(s7882 s7883 s7884 s7885) s7881)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7960	Tap42/Tip41		c1	inside	s7960(s7817 s7819)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7961	Tap42/Tip41		c1	inside	s7961(s6430 s7854)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7963	Erf2/Shr5		c5	inside	s7963(s6591 s6590)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7965	Gat1/Ure2		c1	inside	s7965(s6317 s8313)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7966	Gat1/Ure2		c1	inside	s7966(s7827 s8824)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7967	Gln3/Ure2		c1	inside	s7967(s8113 s4)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7968	Gln3/Ure2		c1	inside	s7968(s6180 s6181)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7970	Bmh1/Yak1		c1	inside	s7970(s6898 s8112)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7971	Glc7/Reg1		c1	inside	s7971(s8318 s8319)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7972	Glc7/Reg1		c1	inside	s7972(s6710 s6709)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7973	Hxk2/Mig1		c1	inside	s7973(s8822 s8823)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7974	Ram1/Ram2		c5	inside	s7974(s6582 s6583)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7975	Glc7/Bud14		c1	inside	s7975(s8353 s8354)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7982	Cdc28/Cln3		c1	inside	s7982(s8115 s79)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7989	Mks1/Rtg2		c1	inside	s7989(s6398 s6399)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7990	Bmh2/Mks1		c1	inside	s7990(s6319 s7855)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7992	Rtg1/Rtg3		c1	inside	s7992(s6392 s6393)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7995	Rtg1/Rtg3		c1	inside	s7995(s7848 s8116)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7996	Ime1/Ume6		c2	inside	s7996(s8111 s6822)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7997	Isw2/Rpd3/Sin3/Ume6		c2	inside	s7997(s8020(s6832 s6833) s6829 s6834)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7998	Rpd3/Sin3		c2	inside	s7998(s6828 s6827)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7999	Bcy1/Tpk1		c2	inside	s7999(s6568 s6569)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8000	Bcy1/Tpk2		c2	inside	s8000(s113 s119)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8001	Bcy1/Tpk1		c2	inside	s8001(s117 s8110)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8002	Med8/Rgt1		c2	inside	s8002(s433 s431)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8014	Glc7/Reg1		c2	inside	s8014(s6650 s6649)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8019	Hxk2/Mig1		c2	inside	s8019(s146 s147)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8021	GDP/Sui2		c1	inside	s8021(s7568 s7569)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8022	GDP/Sui2		c1	inside	s8022(s7575 s7574)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8023	GTP/Sui2		c1	inside	s8023(s7580 s7581)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8024	Rtg1/Rtg3		c2	inside	s8024(s7851 s7852)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8029	Cyc8/Tup1		c2	inside	s8029(s86 s87)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8032	Msi1/Yak1		c2	inside	s8032(s7520 s7540)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8033	Cyc8/Tup1/Mth1/Rgt1/Std1		c2	inside	s8033(s8031(s6762 s6763) s6719 s6720 s439)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8036	Ccr4-Not complex		c2	inside	s8036(s7556 s7558 s8359)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8038	Bmh2/Msn2		c1	inside	s8038(s8039 s8040)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8041	Bmh2/Msn4		c1	inside	s8041(s8042 s8043)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8072	Ssy1/Ptr3/Ssy5		c1	transmembrane	s8072(s6 s5 s7)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s6899	Ssy1/Ptr3/Ssy5		c1	transmembrane	s6899(s27 s8086 s29 s30)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8073	Ssy1/Ptr3/Ssy5		c1	transmembrane	s8073(s8480 s8088 s8090 s8092 s8114)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8074	Ssy1/Ptr3/Ssy5		c1	transmembrane	s8074(s6819 s6815 s6816 s6817 s8447)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8076	Ssy1/Ptr3/Ssy5		c1	transmembrane	s8076(s8258 s8257 s8259 s78 s77)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s6929	Ssy1/Ptr3/Ssy5		c1	transmembrane	s6929(s6801 s6802 s6805 s8255 s6820)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8159	PP2A(Pph22/Tpd3/Rts1)		c1	inside	s8159(s8150 s8151 s8156)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8161	PP2A(Pph21/Tpd3/Rts1)		c1	inside	s8161(s8147 s8148 s8155)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8163	PP2A(Pph22/Tpd3/Cdc55)		c1	inside	s8163(s8165 s8140 s8141)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8164	PP2A(Pph21/Tpd3/Cdc55)		c1	inside	s8164(s7791 s25 s26)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s6436	Fpr1/Rapamycin		c1	outerSurface	s6436(s20 s8168)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s6437	Fpr1/Rapamycin/TORC1		c1	transmembrane	s6437(s8169(s8173 s8175 s18 s8177) s8170 s8179)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8251	Ssy1/Ptr3/Ssy5		c1	transmembrane	s8251(s8252 s8253 s6796 s6799 s8254)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8256	Ssy1/Ptr3/Ssy5		c1	transmembrane	s8256(s105 s106 s8099 s6821)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8276	Pph22/Tap42/TORC1		c1	transmembrane	s8276(s8776(s8280 s8281 s8282 s8283) s8279 s8277)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8302	EGO complex		c4	transmembrane	s8302(s8305(s8306 s8307) s8285(s7770 s7771) s8303 s8304)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8330	Bmh1/Mks1		c1	inside	s8330(s8329 s8331)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8348	Ccr4-Not complex		c1	inside	s8348(s8349 s8350 s8351)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8364	eIF2B		c1	inside	s8364(s8365 s8366 s8367 s8368 s8369)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8370	Glc7/Reg1/Ssb1		c2	inside	s8370(s8017(s7671 s7672) s7673)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8376	Glc7/Reg1/Ssb2		c2	inside	s8376(s8372(s8373 s8374) s8375)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8382	Glc7/Reg1/Bmh2		c2	inside	s8382(s8378(s8379 s8380) s7651)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8387	Glc7/Reg1/Bmh1		c2	inside	s8387(s8384(s8385 s8386) s7652)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8388	Adr1/Bmh1		c2	inside	s8388(s8389 s8393)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8394	Adr1/Bmh2		c2	inside	s8394(s8869 s8396)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8404	Cyc8/Tup1/Hxk2/Mig1		c2	inside	s8404(s8026(s8408 s8817) s8109(s6786 s6787))	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8405	Cyc8/Tup1/Hxk2/Mig1		c2	inside	s8405(s8009(s528 s529) s8025(s6723 s6724))	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8406	Cyc8/Tup1/Sko1		c2	inside	s8406(s8407(s424 s425) s7496)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8423	GTP/Gpa2		c1	inside	s8423(s6680 s8425)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8424	GDP/Gpa2		c1	inside	s8424(s6681 s8420)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s6943	Pph3/Psy2		c2	inside	s6943(s8452 s8453)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s99	Casein kinase 2		c2	inside	s99(s8458 s96 s97 s8459)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8457	RNA Pol III		c2	inside	s8457(s8461 s8463 s8465 s8467 s71 s72 s8469 s8471 s8473 s8475 s8477 s126 s8479 s128 s129 s130 s131)	Amount	0		FALSE	FALSE	FALSE
DEGRADED	s386	sa556_degraded		c1	inside		Amount	0		FALSE	FALSE	FALSE
DEGRADED	s454	sa831_degraded		c1	inside		Amount	0		FALSE	FALSE	FALSE
DEGRADED	s455	sa832_degraded		c1	inside		Amount	0		FALSE	FALSE	FALSE
DEGRADED	s519	sa555_degraded		c1	inside		Amount	0		FALSE	FALSE	FALSE
DEGRADED	s6904	sa59_degraded		c2	inside		Amount	0		FALSE	FALSE	FALSE
DEGRADED	s7731	sa641_degraded		c4	inside		Amount	0		FALSE	FALSE	FALSE
DEGRADED	s7741	sa649_degraded		c4	inside		Amount	0		FALSE	FALSE	FALSE
DEGRADED	s6320	sa281_degraded		c1	inside		Amount	0		FALSE	FALSE	FALSE
DEGRADED	s6888	sa8_degraded		c1	inside		Amount	0		FALSE	FALSE	FALSE
DEGRADED	s8271	sa1075_degraded		c4	innerSurface		Amount	0		FALSE	FALSE	FALSE
DEGRADED	s8272	sa1076_degraded		c4	inside		Amount	0		FALSE	FALSE	FALSE
DEGRADED	s8275	sa1079_degraded		c4	inside		Amount	0		FALSE	FALSE	FALSE
DRUG	s8166	Rapamycin		default	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s12	RPS4		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s13	RPS13		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s14	RPL29		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s73	CLN3		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s6610	HXT1		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s6611	HXT2		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s6613	HXT4		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s426	SUC2		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s429	HXK2		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s6791	PGK1		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s6267	CUP1		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s2	HSP12		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s6271	HSP30		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s6793	RPN4		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s6881	HXT5		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s164	HSP26		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s166	SSA3		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s6910	IME2		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s7543	FLO11		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s7590	POX1		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s7592	PEX11		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s7594	POT1		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s7596	ADH2		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s7598	CTA1		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s7600	GUT1		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s7601	GUT2		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s7609	SIP4		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s7610	ADR1		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s7611	HAP4		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s7612	SUT1		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s7613	MAE1		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s7614	PDC1		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s7623	ICL1		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s7625	FBP1		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s7627	PCK1		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s7629	MLS1		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s7634	CAT8		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s6152	GAP1		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s6154	MEP2		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s6174	GLN1		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s6176	GDH2		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s6243	PNC1		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s6143	CIT2		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s6205	ACO1		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s6207	IDH1		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s6209	IDH2		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s6211	DLD3		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s8050	AGP1		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s6734	BAP2		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s6735	BAP3		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s6736	TAT1		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s6737	TAT2		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s6738	PTR2		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s7889	Ribi genes		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s7887	RP genes		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s8134	TOD6		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s8315	HSP104		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s8324	MEP1		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s8325	MEP3		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s8411	CTT1		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s8412	DDR2		c2	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s8454	tRNA gene		c2	inside		Amount	0		FALSE	FALSE	FALSE
PHENOTYPE	s6644	Low Glucose		default	inside		Amount	0		FALSE	FALSE	FALSE
PHENOTYPE	s6790	Phospholipid synthesis		c1	inside		Amount	0		FALSE	FALSE	FALSE
PHENOTYPE	s7754	Nitrogen source		default	inside		Amount	0		FALSE	FALSE	FALSE
PHENOTYPE	s7895	Ribosomal biogenesis		c2	inside		Amount	0		FALSE	FALSE	FALSE
PHENOTYPE	s8446	Meiosis progression		c1	inside		Amount	0		FALSE	FALSE	FALSE
PHENOTYPE	s8488	Invasive growth		c2	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s400	Rap1		c2	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s533	Rap1		c2	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s21	Srv2		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s22	Cyr1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s50	Cdc25		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s52	Ura7		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s57	Ira1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s59	Ira2		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s63	Snf1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s64	Sip1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s65	Sip2		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s66	Snf4		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s67	Gal83		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s69	Pde2		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s108	Pde1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s76	Cdc28		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s83	Cyc8		c2	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s84	Tup1		c2	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s103	Ura7		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s70	Pde1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s110	Bcy1		c2	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s532	Bcy1		c2	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6561	Yak1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s458	Ras1		c5	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6642	Ras2		c5	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6586	Rce1		c5	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6587	Ste14		c5	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6607	Sak1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6608	Tos3		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6609	Elm1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6623	Rgt1		c2	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6656	Rim11		c2	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6658	Rim11		c2	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6657	Ime1		c2	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6659	Ime1		c2	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6663	Med8		c2	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6666	Plc1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6619	Gpb1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6618	Gpb2		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6688	Gpg1		c1	insideOfMembrane		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s82	Mig1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6767	Hxt1		c1	outerSurface		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s387	Ira2		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s388	Ubp3		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6625	Rim15		c2	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s443	Std1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s444	Mth1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s452	Std1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s453	Mth1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s506	Glk1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s507	Hxk1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s515	Cdc25		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s518	Pkc1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s530	Crm1		c2	transmembrane		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6788	Pop2		c2	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6789	Pop2		c2	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6261	Hsf1		c2	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6823	Ume6		c2	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6835	Isw2		c2	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6838	Msn4		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6862	Yck1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6864	Yck2		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6865	Akr1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6883	Sit4		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s68	Tpk1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s88	Tpk2		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s95	Tpk3		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s122	Mig1		c1	inside		Amount	0		FALSE	FALSE	FALSE
