class	id	name	speciesType	compartment	positionToCompartment	included	quantity type	initialQuantity	substanceUnits	hasOnlySubstanceUnits	b.c.	constants	MIRIAM[relation]	MIRIAM[datatype]	MIRIAM[id]
COMPLEX	s7117	Cna1/Cnb1		c1	inside	s7117(s5002 s5001)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7122	CsA/Cpr1		c1	inside	s7122(s6487 s6488)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7124	CsA/Cpr1/CN		c1	inside	s7124(s6897(s6497 s6498 s6898 s6898 s6898 s6898 s6500 s6899 s6899 s6899) s7123(s6494 s6495))	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7232	Cu+/Cox11		c13	inside	s7232(s7246 s7251)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7231	Cu+/Cox17		c13	inside	s7231(s75 s7244 s7244 s7244)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s99	Cu+/Crs5		c1	inside	s99(s7241 s7242)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s100	Cu+/Cup1		c1	inside	s100(s7239 s7240)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s96	Cu+/Sco1		c13	inside	s96(s9200 s7248)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7229	Cu+/Sod1		c1	inside	s7229(s7235 s7249)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s685	Dre2/Tah18		c1	inside	s685(s651 s652)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7121	FK506/Fpr1		c1	inside	s7121(s6457 s6465)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7126	FK506/Fpr1/CN		c1	inside	s7126(s7125(s6470 s6471) s6894(s6947 s6948 s6895 s6895 s6895 s6895 s6949 s6896 s6896 s6896))	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s134	Fe2+/siderophore		c1	transmembrane	s134(s7346 s114)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s133	Fe3+/siderophore		default	inside	s133(s123 s102)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s132	Fe3+/siderophore		c1	inside	s132(s125 s126)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s680	Fet5/Fth1		c3	transmembrane	s680(s160 s161)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s681	Grx3/Fra2		c1	inside	s681(s8486(s8487(s8489 s8489 s8490 s8490) s8488) s8491(s8492(s8494 s8494 s8495 s8495) s8493))	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s691	Hap2/3/4/5		c4	inside	s691(s610 s611 s612 s613)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7146	Hkr1/Sho1		c1	transmembrane	s7146(s7038 s9002)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7161	Hog1/Msn2		c4	inside	s7161(s8871 s6880)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7162	Hog1/Msn4		c4	inside	s7162(s8872 s6888)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7136	Hsl1/Hsl7		c4	inside	s7136(s6536 s6535)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7142	Hsl1/Hsl7/Swe1		c4	inside	s7142(s7143(s6941 s6942) s6940)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7141	Hsl1/Hsl7/Swe1		c4	inside	s7141(s7139(s6936 s6937) s6935)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7140	Hsl1/Hsl7/Swe1		c4	inside	s7140(s7137(s6557 s6558) s6556)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s631	ISC biosynthetic complex		c13	inside	s631(s632 s633 s636 s8518 s8519)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s2303	MBF		c4	inside	s2303(s8246 s2306)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7132	Mbp1/Skn7		c4	inside	s7132(s3375 s8999)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7400	Mn2+/Sod2		c13	transmembrane	s7400(s7404 s8378 s8378 s8378 s8378)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7147	Msb2/Sho1		c1	transmembrane	s7147(s8998 s7041)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s6998	Msc2/Zrg17		c2	transmembrane	s6998(s8997 s7354)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7127	"PI4,5P2/Slm1/Slm2/TORC2"		c1	transmembrane	s7127(s7173(s119 s120) s121(s122 s7355 s124 s7356 s7357 s127 s128) s129)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7130	Pho80/Pho85		c4	inside	s7130(s6440 s6441)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s2302	SBF		c4	inside	s2302(s2305 s7025)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7144	SCF Cdc4complex		c4	inside	s7144(s6706(s8789 s8790 s6709 s6710) s6711)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7024	SCF MET30complex		c4	inside	s7024(s7032(s6994 s6995 s6996 s6997) s6723)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s6523	SCF complex		c4	inside	s6523(s6726 s6727 s6728 s6729)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7156	Ssk1/Ssk2		c1	inside	s7156(s6836 s9005)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7155	Ssk1/Ssk2		c1	inside	s7155(s9003 s9004)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7159	Ssk1/Ssk22		c1	inside	s7159(s6837 s9001)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7158	Ssk1/Ssk22		c1	inside	s7158(s7035 s6562)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7163	Ste11/Ste50		c1	transmembrane	s7163(s8314 s8315)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s689	heme/Hap1		c4	inside	s689(s566 s567)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s690	heme/Hap2/3/4/5		c4	inside	s690(s692(s615 s616 s617 s618) s607)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s112	Cd2+/GSH 		c1	inside	s112(s6540(s8563 s8564 s8565) s7045)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8063	V1		c3	transmembrane	s8063(s8324 s98 s8086 s9343 s9344 s9345 s9346 s9347)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8293	CN/Rcn1		c1	inside	s8293(s8301(s8302 s8303 s8304 s8304 s8304 s8304 s8305 s8306 s8306 s8306) s8294)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8309	Cdc28/Cln1		c4	inside	s8309(s8310 s8311)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8312	Sho1/Pbs2		c1	transmembrane	s8312(s7961 s7962)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8313	Ste11/Ste50		c1	transmembrane	s8313(s92 s6873)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s6769	Nbp2/Ptc1		c1	inside	s6769(s6110 s6111)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s6772	Hog1/Hot1		c4	inside	s6772(s97 s6037)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8332	Hog1/Smp1		c4	inside	s8332(s8892 s8334)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8353	Ubiquitin ligase complex		c1	inside	s8353(s7394 s8354 s8355 s8356)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8372	Ktr1/Mn2+		c14	innerSurface	s8372(s9276 s9277)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8375	Kre2/Mn2+		c14	inside	s8375(s9278 s9279)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8384	Cox1/Cu+		c13	inside	s8384(s8385 s8386)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8387	Cox2/Cu+		c13	inside	s8387(s8388 s8389)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8396	Fe3+/siderophore		c1	transmembrane	s8396(s9275 s8398)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8409	Grx3/2Fe-2S		c1	inside	s8409(s8477(s8478 s8478 s8479 s8479) s8413)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8419	Fra2/2Fe-2S		c1	inside	s8419(s8480(s8481 s8481 s8482 s8482) s8420)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8424	Grx3/Fra2/Fra1		c1	inside	s8424(s8436(s8437(s8439(s8440 s8441 s8441 s8440) s8442) s8438(s8443(s8444 s8445 s8445 s8444) s8446)) s7343)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8426	Grx4/2Fe-2S		c1	inside	s8426(s8483(s8484 s8484 s8485 s8485) s8427)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8407	Grx4/Fra2/Fra1		c1	inside	s8407(s8464(s8465(s8467(s8468 s8469 s8469 s8468) s8470) s8466(s8471(s8472 s8473 s8473 s8472) s8474)) s8452)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8453	Grx4/Fra2		c1	inside	s8453(s8496(s8497(s8499 s8499 s8500 s8500) s8498) s8501(s8502(s8504 s8504 s8505 s8505) s8503))	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8513	Bio2/2Fe-2S		c1	inside	s8513(s8514(s8516 s8516 s8517 s8517) s8515)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8526	4Fe-4S cluster		c1	inside	s8526(s8527 s8527 s8527 s8527 s8529 s8529 s8529 s8529)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8533	Cfd1/Nbp35		c1	inside	s8533(s8534 s8535)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8547	Fe/S Cluster intermediate		c13	inside	s8547(s8548 s8548 s8549 s8549)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8550	Fe/S Cluster intermediate		c1	inside	s8550(s8551 s8551 s8552 s8552)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8556	Cd2+/GSH 		c3	inside	s8556(s8557(s8559 s8560 s8561) s8558)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8562	GSH		c1	inside	s8562(s6623 s8816 s6625)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8683	GTP Cdc42		c1	inside	s8683(s8685 s6821)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s6757	GTP Cdc42		c1	inside	s6757(s6651 s6652)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s6758	GTP Cdc42/Ste20		c1	inside	s6758(s6654(s6655 s6656) s9007)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s6759	GTP Cdc42/Cla4 		c1	inside	s6759(s6657(s6658 s6659) s17)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s6771	Plc1/Sgd1		c4	inside	s6771(s6708 s6707)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8850	Frt1/Frt2		c2	transmembrane	s8850(s8344 s8343)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8851	Frt1/Frt2		c2	transmembrane	s8851(s6928 s6927)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7898	Gpr1/Plc1		c1	transmembrane	s7898(s6669 s6672)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8901	"PI4,5P2/Slm1/Slm2/TORC2"		c1	transmembrane	s8901(s7175(s7068 s7069) s7072(s7073 s7074 s8081 s7076 s7077 s7078 s7079) s7071)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8923	Fet3/Ftr1		c2	inside	s8923(s8927 s8928)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8926	Fet3/Ftr1		c14	transmembrane	s8926(s8932 s8933)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8929	Cu+/Fet3/Ftr1		c14	inside	s8929(s8934(s8940 s8941) s8930 s8930 s8930 s8930)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8937	Cu+/Fet3/Ftr1		c1	transmembrane	s8937(s8939(s8935 s8936) s8938 s8938 s8938 s8938)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8964	Bmh2/Msn2		c1	inside	s8964(s8966 s8968)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8570	Bmh2/Msn4		c1	inside	s8570(s8571 s8681)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s9027	Dfg16/Rim8/Rim9/Rim21		c1	transmembrane	s9027(s9028 s9029 s9030 s9031)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s9033	Dfg16/Rim9/Rim21		c1	transmembrane	s9033(s7054 s7055 s7056)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s9048	Rim8/ESCRT I		c1	inside	s9048(s9050(s9046 s9051 s9054) s9049)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s9055	ESCRT I		c1	inside	s9055(s9056 s9057 s9058)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s9059	Rim8/ESCRT I		c1	inside	s9059(s9060(s9062 s9063 s9064) s9061)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s9068	ESCRT II		c1	inside	s9068(s9065 s9066 s9067)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s9069	Rim8/ESCRT I/ESCRT II		c1	inside	s9069(s9071(s9072 s9073 s9074) s9075(s9076 s9077 s9078) s9070)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s9080	ESCRT III		c1	inside	s9080(s9101(s9102 s9103) s9098(s9099 s9100))	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s9081	Snf7/Vps20		c1	inside	s9081(s7017 s9082)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s9085	Did4/Vps24		c1	inside	s9085(s9086 s9087)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s9088	Rim8/ESCRT I/ESCRT II/ESCRT III		c1	inside	s9088(s9094(s9124 s9125 s9126) s9090(s9127 s9128 s9129) s9104(s9106(s9120 s9121) s9105(s9122 s9123)) s9130)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s9193	Rim8/Rim13/ESCRT		c1	inside	s9193(s9134(s9138 s9139 s9140) s9135(s9141 s9142 s9143) s9136(s9147(s9148 s9149) s9144(s9145 s9146)) s9133 s9137)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s9194	Rim8/Rim13/Rim20/ESCRT		c1	inside	s9194(s9153(s9159(s9160 s9161) s9156(s9157 s9158)) s9154(s9162 s9163 s9164) s9155(s9165 s9166 s9167) s7037 s9151 s9152)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s9199	Cyc8/Tup1		c4	inside	s9199(s86 s87)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s9201	Nrg1/Cyc8/Tup1		c4	inside	s9201(s9202(s9203 s9204) s9205)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s9257	Rom2/Slg1		c1	transmembrane	s9257(s6192 s9273)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s6749	GDP Rho1		c1	transmembrane	s6749(s6203 s6184)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s6750	GTP Rho1		c1	transmembrane	s6750(s8373 s8374)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s9258	Rom2/Mid2		c1	transmembrane	s9258(s141 s142)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8382	Zeo1/Mid2		c1	inside	s8382(s9264 s9265)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8369	Fks1/Rho1		c1	inside	s8369(s9266(s6185 s6190) s9259)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s9260	Gsc2/Rho1		c1	inside	s9260(s9267(s8376 s8377) s9274)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s9261	SBF complex		c4	inside	s9261(s9270 s8397)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s9262	SBF complex/Kdx2		c4	inside	s9262(s8422(s8423 s9271) s8425)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8399	SBF complex/Slt2		c4	inside	s8399(s8400(s8418 s9272) s8417)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s9288	Dfg16/Rim8/Rim9/Rim21		c1	transmembrane	s9288(s9289 s9290 s9291 s9292)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7945	Bcy1/Tpk1		c1	inside	s7945(s7530 s7531)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7944	Bcy1/Tpk2		c1	inside	s7944(s7533 s7534)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7943	Bcy1/Tpk3		c1	inside	s7943(s7537 s7538)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7942	Bcy1/Zds1		c1	inside	s7942(s7527 s7528)	Amount	0		FALSE	FALSE	FALSE			
DEGRADED	s7018	csa16_degraded		c4	inside		Amount	0		FALSE	FALSE	FALSE			
DEGRADED	s602	sa139_degraded		c4	inside		Amount	0		FALSE	FALSE	FALSE			
DEGRADED	s561	sa214_degraded		c1	inside		Amount	0		FALSE	FALSE	FALSE			
DEGRADED	s6570	sa217_degraded		c4	inside		Amount	0		FALSE	FALSE	FALSE			
DEGRADED	s6581	sa258_degraded		c4	inside		Amount	0		FALSE	FALSE	FALSE			
DEGRADED	s6678	sa302_degraded		c4	inside		Amount	0		FALSE	FALSE	FALSE			
DEGRADED	s6882	sa529_degraded		c4	inside		Amount	0		FALSE	FALSE	FALSE			
DEGRADED	s6892	sa533_degraded		c4	inside		Amount	0		FALSE	FALSE	FALSE			
DEGRADED	s60	sa58_degraded		c4	inside		Amount	0		FALSE	FALSE	FALSE			
DEGRADED	s6502	sa64_degraded		c4	inside		Amount	0		FALSE	FALSE	FALSE			
DEGRADED	s8366	sa1207_degraded		c1	inside		Amount	0		FALSE	FALSE	FALSE			
DEGRADED	s8367	sa909_degraded		c1	inside		Amount	0		FALSE	FALSE	FALSE			
DRUG	s6909	Amiodarone		default	inside		Amount	0		FALSE	FALSE	FALSE			
DRUG	s797	FK506		c1	inside		Amount	0		FALSE	FALSE	FALSE			
DRUG	s6467	Rapamycin		c1	inside		Amount	0		FALSE	FALSE	FALSE			
DRUG	s6490	cyclosporin A		c1	inside		Amount	0		FALSE	FALSE	FALSE			
DRUG	s8900	Caffeine		default	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s27	ADH1		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s32	ADH3		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s34	ADH4		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s3995	ALD4		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s7293	ARN1		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s7295	ARN2		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s7297	ARN3		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s7299	ARN4		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s7289	ATX1		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s181	BIO5		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s152	CCC1		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s7291	CCC2		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s4004	CIT2		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s42	CKI1		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s277	CLN1		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s278	CLN2		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s2082	CMK2		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s572	COR1		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s574	COR2		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s7307	COT1		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s7208	CRS5		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s599	CTH1		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s7315	TIS11		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s7187	CTR1		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s7192	CTR2		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s7193	CTR3		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s78	CTT1		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s7206	CUP1		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s578	CYB2		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s568	CYC1		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s570	CYC7		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s576	CYT1		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s4023	DIA1		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s76	DPP1		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s40	EKI1		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s6452	ENA1		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s584	ERG11		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s7285	FET3		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s13	FET4		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s7303	FET5		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s7273	FIT1		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s7275	FIT2		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s7277	FIT3		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s7157	FRE1		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s7279	FRE2		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s7280	FRE3		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s7281	FRE4		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s7311	FRE5		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s7185	FRE6		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s7183	FRE7		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s7305	FTH1		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s7287	FTR1		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s198	GDH3		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s6839	GLO1		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s196	GLT1		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s6883	GPX1		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s6454	GSC2		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s6817	GSY2		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s7164	GYP7		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s580	HEM13		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s582	HMG1		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s7313	HMX1		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s3993	HXK1		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s6952	HXT2		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s3991	HXT7		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s7204	IRC7		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s6568	MCK1		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s6816	MDH1		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s54	MET14		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s55	MET16		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s52	MET3		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s63	MET30		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s170	MRS3		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s7309	MRS4		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s67	MUP1		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s38	PAH1		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s6954	PHO89		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s36	PIS1		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s1466	PMC1		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s1468	PMR1		c4	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s7168	RCN1		c4	inside		Amount	0		FALSE	FALSE	FALSE			
